Id,PostId,Score,Text,CreationDate,UserId,ContentLicense,,link
30884730,9306973,0,"It's an old post, with outdated information.  I was updating it, so that it is still true.  Is that bad?  If you prefer that your answer stand for historical reasons without being marred by the presence of the truth I don't mind deleting my comment.",2013-12-17T12:34:19.683,1253362,CC BY-SA 3.0,,https://stackoverflow.com/questions/9306973
31108099,20755732,0,"He's actually not using the SDK 1.x. He's using an [unofficial, third-party S3 class](http://undesigned.org.za/2007/10/22/amazon-s3-php-class/)... which is also old and outdated. Using the _official_ [AWS SDK for PHP](https://aws.amazon.com/sdkforphp/) will give you the best performance and results.",2013-12-24T08:42:33.823,228514,CC BY-SA 3.0,,https://stackoverflow.com/questions/20755732
31571414,21002826,0,I was reading an outdated source. Ty for clarifications (+1).,2014-01-08T21:20:32.330,2619107,CC BY-SA 3.0,,https://stackoverflow.com/questions/21002826
31621702,9774387,0,"Obsolete answer, use the new global secondary index feature.",2014-01-10T01:02:32.597,233902,CC BY-SA 3.0,,https://stackoverflow.com/questions/9774387
32075239,21273753,0,"My Ec2 Group seems to be a VPC Group, over the webinterface i can choose that group for my rds security group. :/ , I will try it in java, to check if its workingThanks, but i think it is a bug, maybe it is the same as here https://github.com/boto/boto/issues/561 ? Even with the ID i get the error, data the api is outdated db = connRds.create_dbinstance(self.dbName,5,""db.t1.micro"",self.dbUser,self.dbUserPassword, security_groups=[sgEc2.id]) then i get the error, that i have an outdated api call. i raised an issue in github. https://github.com/boto/boto/issues/2010",2014-01-22T14:40:59.683,1584115,CC BY-SA 3.0,,https://stackoverflow.com/questions/21273753
32810376,19240067,1,skill is obsolete? pkill is something you should look at.,2014-02-11T11:54:22.100,2503715,CC BY-SA 3.0,,https://stackoverflow.com/questions/19240067
34053592,2734998,0,This solution is outdated. There are no plugins support CodeIgniter.,2014-03-14T07:18:54.667,419500,CC BY-SA 3.0,,https://stackoverflow.com/questions/2734998
34568149,22668678,0,"No, this is definitely not IE <= 9 friendly. :) I've used SWFUpload (https://code.google.com/p/swfupload/) to upload to s3 in IE <= 9. It's outdated (and I believe is no longer in active development), but it works. I don't think `atob` is supported in oldIE, either, so that would be a bit of trouble for you, too.",2014-03-27T13:50:12.363,78738,CC BY-SA 3.0,,https://stackoverflow.com/questions/22668678
35339190,8676062,4,"Note that as of April 2014, those URLs are deprecated and the pricing info is outdated. They're now at http://a0.awsstatic.com/pricing/1/ec2/linux-od.min.js and http://a0.awsstatic.com/pricing/1/s3/pricing-storage-s3.min.js. If you look in the source of any pricing page and search for ""json"" you'll find the appropriate links.",2014-04-16T18:05:41.607,523568,CC BY-SA 3.0,,https://stackoverflow.com/questions/8676062
35730070,23326644,0,Ahh... My outdated info about S3.. They support up to 5TB now: http://aws.typepad.com/aws/2010/12/amazon-s3-object-size-limit.html,2014-04-28T06:12:21.343,447502,CC BY-SA 3.0,,https://stackoverflow.com/questions/23326644
35970739,4806767,0,"These questions should be time-sensitive. Many of these answers and the benchmarks are obsolete. New m3 and i2 instances have SSD drives which kill EBS and RDS (essentially EBS with more optimized latency infrastructure).  PLUS - you can now run read-replicas out of cloud to roll your own hardware for super-nasty SSD replicas.  In short - we use multi-az RDS as primary to ease backups, restore etc, then do replica backups for offsite, then use Route53 with short TTL just in  case RDS failover is slow on the DNS side (or worse) so we can elect our own new masters.  Things have changed.",2014-05-05T00:48:30.873,753673,CC BY-SA 3.0,,https://stackoverflow.com/questions/4806767
36392863,8583282,0,Can anyone clarify the relationship between CloudInit.NET and EC2Config-with-UserData? Does the latter essentially make the former obsolete?,2014-05-15T18:50:18.300,64257,CC BY-SA 3.0,,https://stackoverflow.com/questions/8583282
36544586,12844187,10,This answer appears to be obsolete now. @SamuelJack's answer of looking at the log file at this path worked for me: /var/log/cfn-init.log,2014-05-20T17:17:24.457,1325237,CC BY-SA 3.0,,https://stackoverflow.com/questions/12844187
36875497,23921875,0,You should basically consider the CLT to be outdated and I'm skeptical it will ever be updated. There has been no development in over two years and its functionality is limited. I'd strongly recommend migrating to a more robust API client.,2014-05-29T18:46:30.487,2338862,CC BY-SA 3.0,,https://stackoverflow.com/questions/23921875
37533440,6693577,0,Great answer. One change I recommend is to use the awesome [requests module](http://docs.python-requests.org/en/latest/) rather than the outdated `urllib` module.,2014-06-18T15:44:11.323,109554,CC BY-SA 3.0,,https://stackoverflow.com/questions/6693577
39542065,25343942,0,"Yes, it seems it's not possible to downgrade in our case. We simply created a fresh hardware-virtualized t2-instance and moved our app to the new instance manually. Then, we terminated the now obsolete m1.small instance. From now on we'll be able to use our custom AMI to spin up new instances.",2014-08-18T09:44:22.450,3778854,CC BY-SA 3.0,,https://stackoverflow.com/questions/25343942
41374818,12762326,0,This answer is outdated.,2014-10-14T10:15:51.117,221315,CC BY-SA 3.0,,https://stackoverflow.com/questions/12762326
41555985,26455536,0,Are my amendments sufficient? You could go the other way and say that if I include usage/documentation of the script here that this could get outdated. I do see your point though.,2014-10-20T03:00:05.437,3938906,CC BY-SA 3.0,,https://stackoverflow.com/questions/26455536
42651934,27069121,0,Or maybe Redshift is still using the outdated [Posix escape syntax](http://stackoverflow.com/questions/12316953/insert-varchar-with-single-quotes-in-postgresql/12320729#12320729) for strings by default. Redshift is a weird mix of very old code and new additions. It's certainly not Postgres. Updated my check.,2014-11-21T20:14:06.113,939860,CC BY-SA 3.0,,https://stackoverflow.com/questions/27069121
42920818,27194868,3,"HIgly not recommended use AsteriskNOW, in current moment it outdated and have alot of security bugs. You can install pbxinaflash.net on top of centos 6 AMI running on EC2. There are nothing special in that install, not require any inport/export etc.",2014-12-01T02:45:32.657,861388,CC BY-SA 3.0,,https://stackoverflow.com/questions/27194868
43132197,27337525,0,"Thank you for your prompt response, and clarification. I wanted to avoid .NET as its a bit outdated.",2014-12-06T23:36:40.003,4332940,CC BY-SA 3.0,,https://stackoverflow.com/questions/27337525
43887449,8676062,0,"@TimDorr can you edit the post, or post your answer if the above is now outdated?",2015-01-02T06:15:35.243,582917,CC BY-SA 3.0,,https://stackoverflow.com/questions/8676062
44328452,27966051,0,"That's right, but the Module itself creates a dynamo-hash table. In it would create a range table it would be possible to get the outdated sessions by ""query"" instead by a ""scan"". So that would be much cheaper. So in my opinion it is a design error of the session module ""connect-dynamo""",2015-01-15T16:13:43.257,4456463,CC BY-SA 3.0,,https://stackoverflow.com/questions/27966051
44553470,28087153,0,"Maybe my answer is outdated, but able to test it as I'm not using elastic beanstalk anymore.",2015-01-22T12:06:23.857,2139452,CC BY-SA 3.0,,https://stackoverflow.com/questions/28087153
45602056,28570633,0,"Ok this is great. I realize I should first deal with successfully updating my outdated auth related AngularFire Firebase code. Once that is done I will revisit this but right off the bat after reading through this, I am trying to understand where Firebase auth comes into place here. Also I will have to deal with integrating Express into my current Angular app. So lots to do and lots of questions but if I need to I will ask new ones to stay organized. Thanks! :)",2015-02-21T23:09:06.853,user883807,CC BY-SA 3.0,,https://stackoverflow.com/questions/28570633
45769217,28682878,0,"Ok, I thought so too.. the website is outdated. Thanks.",2015-02-26T13:05:36.023,1209290,CC BY-SA 3.0,,https://stackoverflow.com/questions/28682878
45910483,20574036,1,This is actually outdated as of awsebcli 3.0. I added an answer detailing how it is done now.,2015-03-02T21:01:39.180,1543132,CC BY-SA 3.0,,https://stackoverflow.com/questions/20574036
46355549,19247650,0,feedback would be appreciated regarding the downvote. let me know if my answer provides outdated / incorrect information.,2015-03-15T10:34:16.777,706436,CC BY-SA 3.0,,https://stackoverflow.com/questions/19247650
47690295,29662653,0,"Welcome to the club. If I may cite my own comment: ""full set of XSDs, which is rather hard to obtain"". I have an outdated set of XSDs I tampered with to remove some non-resolving includes. They now work. Well, kinda. I tried to get release 1.9 to work, but with no success yet.",2015-04-21T18:17:31.263,2097290,CC BY-SA 3.0,,https://stackoverflow.com/questions/29662653
48056129,29932557,0,I found https://realpython.com/blog/python/deploying-a-django-app-to-aws-elastic-beanstalk/ to be the best. It's still a little outdated as EB now supports python 3. Also when you get to the section about handling database migrations use http://stackoverflow.com/questions/29540131/django-aws-elastic-beanstalk-migrate-database,2015-04-30T12:54:10.553,2548934,CC BY-SA 3.0,,https://stackoverflow.com/questions/29932557
48222399,29987284,2,"When you define a table specifically for the recent Notifications with higher  access demand you can define your provisioned throughput accordingly avoiding the hot partition. In the same way, you can decrease the provisioned throughput from older tables as the data become obsolete. The table is the unit of granularity for Provisioned Throughput, therefore, you have to make sure that the data that you put in the same table has the SAME throughput requirements.",2015-05-05T13:11:29.557,3183795,CC BY-SA 3.0,,https://stackoverflow.com/questions/29987284
48496807,19844272,1,"@k0pernikus RFC 2616 is now obsolete. Please, refer to RFC 7231. https://tools.ietf.org/html/rfc7231",2015-05-12T15:53:00.353,1202421,CC BY-SA 3.0,,https://stackoverflow.com/questions/19844272
48718913,30310673,0,"Ahh, I gues it means AWS is using an outdated version then. AWS runs a composer update when my app is pushed from git. If they have an old version, it makes sense they repport an error with the new syntax (or is it called semantics?) I have run composer self-update 3 times today followed by composer update, so I'm sure I'm up to date.",2015-05-18T19:58:22.680,3668625,CC BY-SA 3.0,,https://stackoverflow.com/questions/30310673
49267420,30545474,1,"Thanks for this detail, it helped me get running as well. One note I'll add: my last headache before smooth deploys was updating the RDS instance's security group to allow connections from the ec2 app itself. Found a useful (tho slightly outdated) guide here: http://blog.goforyt.com/laravel-aws-elastic-beanstalk-dev-guide/",2015-06-02T14:49:46.120,860787,CC BY-SA 3.0,,https://stackoverflow.com/questions/30545474
49864206,4921866,1,this answer is obsolete. eb cli v3 handles it out of the box.,2015-06-18T11:02:20.700,1802462,CC BY-SA 3.0,,https://stackoverflow.com/questions/4921866
50739463,7650095,0,"This code snipped is outdated, refer to my [answer](http://stackoverflow.com/questions/3142388/how-to-make-10-000-files-in-s3-public/31379500#31379500)",2015-07-13T10:22:25.277,2336662,CC BY-SA 3.0,,https://stackoverflow.com/questions/7650095
51096134,28819348,2,"You said in a comment above that the old .config way is outdated; but all the documentation still refers to that as the standard way to alter the environment. In fact, in my case the WSGIPath appears to be getting set by the saved configuration I use, but it doesn't appear at all in the local file I see when I use `eb config`.",2015-07-22T18:01:12.127,28875,CC BY-SA 3.0,,https://stackoverflow.com/questions/28819348
51111506,31564194,0,"**Nynuzoud** still appreciate the reply! I tried many times on the sample project provided by Amazon [link](https://github.com/awslabs/aws-sdk-android-samples) but their project are all outdated and I cant even run it on the latest android studio. This is kind of frustrating, I am pretty sure I follow all their steps. ( I tried Cognito Sync and it actually work, so this must be a dynamoDB problem...)",2015-07-23T05:27:09.660,3961656,CC BY-SA 3.0,,https://stackoverflow.com/questions/31564194
51500126,27928360,1,"I have never gone through that issue. Changing the SSL factory targets the case in where you are using HttpUrlConnection to connect to your server - the factory will create HttpUrlConnection objects that will not used the obsolete SSLLv3 protocol. However, I don't know if that will work for a webview. I don't know which HTTP client does the webview use under the hood.",2015-08-03T11:09:51.863,789110,CC BY-SA 3.0,,https://stackoverflow.com/questions/27928360
679802,864745,0,"Delphi does not support SOAP 1.2 (SOAP 1.1 seems to be deprecated for Amazon Web Services), Delphi has no built-in support for WS-Security, and the SimpleDB WSDL is incomplete and thus usable for a Delphi SOAP client. Actually I am looking for success stories :)",2009-05-16T13:01:06.570,80901,CC BY-SA 2.5,,https://stackoverflow.com/questions/864745
1489794,1620935,0,"1) The article is out of date - as you can see from the link I provided, App Engine now has dump/restore support.If you want to back up an EBS volume on Amazon, you can take a snapshot of it, or you can download it - back it up in the same manner you would any other filesystem on any other system.",2009-10-25T22:25:14.517,12030,CC BY-SA 2.5,,https://stackoverflow.com/questions/1620935
1673411,1786502,0,"Yes, I have looked @ RDS, but even there the backups (snapshots) are up to 5 minutes out of date. I'd need another method to preserve critical tables which can't be out of date.",2009-11-23T22:30:19.900,104181,CC BY-SA 2.5,,https://stackoverflow.com/questions/1786502
1940614,2012755,0,"@lostInTransit: clicking on your link gives me a page that says that the ""Amazon Ecommerce Web Service 3.0"" was deprecated in March 2008, and that you should read the Migration Guide for information on how to switch to version 4.0 - I've updated my answer with this text, and links.",2010-01-07T07:24:33.363,128625,CC BY-SA 2.5,,https://stackoverflow.com/questions/2012755
5270353,4757065,0,"I've dug through those, they are old, and it seriously seems like there a million different wsdl, and half of them do similar things, and half of them out of date.",2011-01-21T20:40:07.260,184466,CC BY-SA 2.5,,https://stackoverflow.com/questions/4757065
5902554,5241796,0,"Lovely, thanks Geoff - I had noticed the success_action_redirect in the docs, but read `The redirect field name is deprecated and support for the redirect field name will be removed in the future.` Now that you've made me read it again, I realise that it's not the whole feature that is deprecated, but just the field called `redirect` for doing it (must read slower!). This should do the trick. Thank you.",2011-03-09T09:15:45.863,123217,CC BY-SA 2.5,,https://stackoverflow.com/questions/5241796
6001758,5286691,0,"I think the link you sent is pointing to the deprecated API. http://docs.amazonwebservices.com/AWSMechTurk/latest/AWSMturkAPI/ is the new one which doesn't have the ""Accept mode"".",2011-03-15T22:51:28.053,196007,CC BY-SA 2.5,,https://stackoverflow.com/questions/5286691
6752023,5872687,0,"Yeah, I think its out of date. I tried some of the code and it looks like it doesn't include the signature with time stamp features.",2011-05-03T16:33:48.367,201140,CC BY-SA 3.0,,https://stackoverflow.com/questions/5872687
10837363,8677786,0,Hmmm createSignedGetUrl is deprecated any idea what is the equivalent of this?,2012-01-03T05:29:34.430,659906,CC BY-SA 3.0,,https://stackoverflow.com/questions/8677786
11697972,9278535,1,"Yep, wasn't aware that I was this out of date. Updated to the latest version and can already see a lot of new features. I bumbed into another issue ""Anonymous users cannot initiate multipart upload"" but this is a separae issu and I guess I can always work around it by initiating on the server side. Thanks for your help. Will accept this answer.",2012-02-14T14:45:56.377,526457,CC BY-SA 3.0,,https://stackoverflow.com/questions/9278535
12241799,9526131,0,"That Azure thing looks like a good approach, but JSONP is in my opinion absolutely deprecated technique.",2012-03-09T23:48:55.603,437523,CC BY-SA 3.0,,https://stackoverflow.com/questions/9526131
13332210,1693376,27,"It's worth mentioning that the PA-API is now deprecated, and the Amazon Marketplace Web Service (MWS) should now be used: https://developer.amazonservices.com/index.html",2012-04-27T11:06:59.217,28190,CC BY-SA 3.0,,https://stackoverflow.com/questions/1693376
13340537,10353123,0,"1. It seems that that [pyramid_socketio](https://github.com/abourget/pyramid_socketio) is deprecated. Instead they support [gevent-socketio](https://github.com/abourget/gevent-socketio) . However, if I use the same server wouldn't that overkill the pyramid application?",2012-04-27T16:51:27.600,312509,CC BY-SA 3.0,,https://stackoverflow.com/questions/10353123
13425144,7865273,0,Deprecated does not mean removed. The method still works fine and could not be the cause of the error.,2012-05-02T01:55:06.697,920855,CC BY-SA 3.0,,https://stackoverflow.com/questions/7865273
13643679,10521081,0,"Yes, composite key layout would work there. I can't say for sure that it would result in less I/O than supercolumnsäóîthat likely depends on a lot of hard-to-measure variablesäóîbut I can tell you for sure that composites will make your life easier down the road. Supercolumns are deprecated, already unsupported with certain new features, and are considerably more problematic in some areas of Cassandra operation.",2012-05-11T01:50:15.060,193468,CC BY-SA 3.0,,https://stackoverflow.com/questions/10521081
14985638,8460831,1,"If you happen to bump Spree to newer version, for example 1.0.x, I'd recommend you to change the gem from `aws-s3` to `aws-sdk` because the former one is deprecated. Another quick way is to use spree-heroku extension https://github.com/joneslee85/spree-heroku.If you go for Spree 1.1.x, you don't need to install any extension or override the model, you can configure that in the admin setting. Hope this help.",2012-07-07T05:54:40.783,421326,CC BY-SA 3.0,,https://stackoverflow.com/questions/8460831
15868606,1703132,0,"This is a bit out of date, as you can now get a [static IP](http://aws.amazon.com/articles/1346).  I'm not sure what you mean by ""if the shard goes away you lose it unless you pay"" - any service, if you don't pay eventually they will delete your instance.  You do also get root on EC2.",2012-08-11T21:11:33.027,243712,CC BY-SA 3.0,,https://stackoverflow.com/questions/1703132
18783230,13612396,0,"Hi Michel again, thank you! I now solved it with a (kind of bad) workaround: Even with external cronjobs by cronjob.de it's beeing aborted after about 200 refreshed objects (-> A bit more than 3 minutes running). I now have the job started every 5 minutes and query 175 elements which are out of date from my the DB and sync them with amazon. If no object is out of date, the job will be finished immediately. So this is not ideal, but it works and I don't have to spend more hours on setting up the cronjob serverside. Thank you",2012-12-03T11:35:06.867,1845463,CC BY-SA 3.0,,https://stackoverflow.com/questions/13612396
18944014,13762560,0,@Civilian - Regarding the former: Using the AWS command line tools with the legacy certificate/key authentication scheme is deprecated already and will be removed at some point; please consider switching to the meanwhile ubiquitous `access key ID`/`secret access key` approach - your life will be much easier (and more secure if used in combination with [AWS Identity and Access Management (IAM)](http://aws.amazon.com/iam/)).,2012-12-08T13:32:44.960,45773,CC BY-SA 3.0,,https://stackoverflow.com/questions/13762560
19089647,13863702,0,"You could instead use the riak-admin reip command (http://docs.basho.com/riak/latest/references/Command-Line-Tools---riak-admin/#reip), although this may be about to be deprecated.",2012-12-13T16:12:49.460,1670037,CC BY-SA 3.0,,https://stackoverflow.com/questions/13863702
19091777,13863702,0,"@ChristianDahlqvist Very true, shame it's about to be deprecated though. The alternative they've given to `riak-admin reip` is to use `riak-admin cluster replace`, but that requires you to have more than node, where in my case I only have one. :(",2012-12-13T17:18:52.250,1149354,CC BY-SA 3.0,,https://stackoverflow.com/questions/13863702
19161688,13871204,2,Using x509 certs for authentication is deprecated and will likely be going away.  You're better off using AWS_ACCESS_KEY and AWS_SECRET_KEY environment variables.  But then you have to embed the keys in the AMI which is strongly discouraged.  That's why using an AMI role is your best option.,2012-12-16T19:47:16.953,201225,CC BY-SA 3.0,,https://stackoverflow.com/questions/13871204
19707020,10499836,0,@ravisoni you're right. that bugs me too. i worked around that by calling the (deprecated) product advertising api. i think the MWS Product API would be better suited for that. https://developer.amazonservices.com/gp/mws/api.html?section=products&group=products&version=latest,2013-01-08T08:31:51.767,944131,CC BY-SA 3.0,,https://stackoverflow.com/questions/10499836
19912912,14328213,1,"No, `ToBase64` works fine (though deprecated). You were just using it incorrectly ;) The API probably said return the hashed *bytes* as base64 ie `ToBase64( binaryDecode( hexValue, ""hex"" ))` That is actually very different than the original code which was doing this: `ToBase64( hexValue.getBytes(""UTF-8"") )`",2013-01-14T23:14:29.743,104223,CC BY-SA 3.0,,https://stackoverflow.com/questions/14328213
19937077,14328213,1,"Either should be fine (though `toBase64` is deprecated). The reason the original did not work was because it was base64 encoding the wrong thing. When you decode the hashed string *as hex*, you get 16 bytes (one byte for each pair of characters). The original did not treat the string as hex. Decoding it as a plain string produced 32 bytes (one byte for each character). That is why your final string was always so much longer than Amazon's and did not match.",2013-01-15T17:05:55.463,104223,CC BY-SA 3.0,,https://stackoverflow.com/questions/14328213
20018130,14387737,0,How would I retain a strong reference to the **delegate** AKA **self**? **request:didFailWithServiceException:** is deprecated BTW.,2013-01-17T23:30:55.777,1260708,CC BY-SA 3.0,,https://stackoverflow.com/questions/14387737
20018214,14387737,0,"The object that has a reference to your delegate (`self`, in this case) has to make sure the delegate is not released until the AWS operation completes. We intentionally deprecated `request:didFailWithServiceException:`, however, you need to call `[AmazonErrorHandler shouldNotThrowExceptions]` as instructed in the blog post. Otherwise, `request:didFailWithError:` won't be called.",2013-01-17T23:35:44.633,1721492,CC BY-SA 3.0,,https://stackoverflow.com/questions/14387737
20065265,14288563,1,"Thanks, that definitely did it. All of the forms I read said that wouldn't work, but they were out of date. For anyone who is interested, you can still make this work using my above method, and adding the token in the query string as ""x-amz-security-token"".",2013-01-19T18:01:26.163,1832615,CC BY-SA 3.0,,https://stackoverflow.com/questions/14288563
22242459,5286133,0,"Zach, I double checked the link and it works fine. Nonetheless, the information there is probably now out of date as Amazon AMIs do change often.",2013-03-27T21:33:50.483,656551,CC BY-SA 3.0,,https://stackoverflow.com/questions/5286133
22313428,15710553,0,"Are you using the 2.0 line?  send_email() is from the old 1.0 library, which has been deprecated.  See http://docs.aws.amazon.com/aws-sdk-php-2/latest/class-Aws.Ses.SesClient.html",2013-03-29T20:21:02.150,389012,CC BY-SA 3.0,,https://stackoverflow.com/questions/15710553
22769028,15970218,0,"@BoomShaka - I highly recommend switching to using IAM access keys only, which are much easier to use and significantly more versatile, and thus implicitly more secure; X.509 certificates are [meanwhile deprecated](http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/setting_up_ec2_command_linux.html#set_aws_credentials_linux) for the EC2 Command Line Tools and hardly ever used elsewhere for quite some time already. See my answer to [How to download an EC2 X.509 certificate with an IAM User account?](http://stackoverflow.com/a/8995926/45773) for a bit more on this.",2013-04-12T14:17:25.137,45773,CC BY-SA 3.0,,https://stackoverflow.com/questions/15970218
23125151,16172251,1,"Actually question is,since  `S3UploadInputStream *stream ` is deprecated how do I upload file sizes bigger than 5mb",2013-04-23T19:49:57.403,977466,CC BY-SA 3.0,,https://stackoverflow.com/questions/16172251
25348935,7653699,0,"Thank you very much for posting this! I was about to tear out what little hair I have. I was wondering why the setSecurityContextRepository method of SecurityContextPersistenceFilter was deprecated (the docs saying to use constructor injection, which is not right either).",2013-07-03T12:58:22.093,269361,CC BY-SA 3.0,,https://stackoverflow.com/questions/7653699
25389200,17471072,0,I am working with AWS S3 and my S3.php file is not having the function `listObjects`.I tried finding it from [GIT](https://github.com/tpyo/amazon-s3-php-class/blob/master/S3.php) but its missing their too!Can you tell me if its removed or deprecated?If yes whats the alternate.Thanks,2013-07-04T13:42:11.397,1094850,CC BY-SA 3.0,,https://stackoverflow.com/questions/17471072
25597966,12147709,0,"This behaviour seems to be problematic in Ruby 2.0.0, and deprecated (though I can't find a deprecation notice in the code). See https://github.com/aws/aws-sdk-ruby/issues/192, where Trevor says ""The block form is deprecated. That said, we do support Ruby 2 and I'll take a look at why this is failing.""",2013-07-11T09:58:48.237,187264,CC BY-SA 3.0,,https://stackoverflow.com/questions/12147709
27696186,18031407,5,`AWS::DynamoDB::ClientV2` is deprecated. You should use: `AWS::DynamoDB::Client.new(api_version: '2012-08-10')`,2013-09-13T10:45:59.830,514786,CC BY-SA 3.0,,https://stackoverflow.com/questions/18031407
28096482,18347952,1,The AWS SDK marks this approach as deprecated and will be removed in v2.0,2013-09-25T22:07:52.797,481927,CC BY-SA 3.0,,https://stackoverflow.com/questions/18347952
28936881,14930504,1,"_""WARNING: DOS-compatible mode is deprecated. It's strongly recommended to switch off the mode (command 'c') and change display units to sectors (command 'u')""_ This was not necessary for me (Ubuntu 13.04). It had already switched off DOS compatibility and used Sectors by default. Pressing `c` and `u` actually switched TO the deprecated modes.",2013-10-22T00:04:05.240,1081043,CC BY-SA 3.0,,https://stackoverflow.com/questions/14930504
