Id,PostId,Score,Text,CreationDate,UserId,ContentLicense,,link
46262114,28994339,0,"Yes. I tried v1 and it worked instantly. Is it deprecated now? Developers hate changing APIs, because they break everything. Facebook used to offer the worst APIs, because they change every few months.",2015-03-12T11:22:29.973,771581,CC BY-SA 3.0,,https://stackoverflow.com/questions/28994339
46319897,29039296,2,"I want to point that ancient `mysql` functions. They are deprecated, you must switch `PDO` or `mysqli`",2015-03-13T18:45:00.310,3199530,CC BY-SA 3.0,,https://stackoverflow.com/questions/29039296
48423890,19922974,0,"Just to make clear here ""latest"" in the amiVersion is bounded by the hadoopVersion field. As well, the ""latest"" usage is outdated and only applies to Hadoop 1 and earlier on EMR.  With Hadoop 2.x it is best practice to forgo hadoopVersion field and just set amiVersion.",2015-05-11T01:18:17.753,4394783,CC BY-SA 3.0,,https://stackoverflow.com/questions/19922974
48549208,30208167,0,It's deprecated because it has no use case and is pending removal in future releases. Would you please tell me what you need it for?,2015-05-13T18:33:56.897,2026747,CC BY-SA 3.0,,https://stackoverflow.com/questions/30208167
49113796,30519246,0,"@user994179 I've heard of some servers dealing with 100k file handles. This info could be very outdated but I've heard it's something like 1 megabyte per one hundred file handles on Linux. So 3 mil would require about 30 gigabytes of RAM if that's the case (but only for the file descriptors). I think a bigger concern if you're trying to compete with commercial databases is disk seek times given the potential fragmentation overhead of dealing with so many separate files. At the very least, you might want some really nice SSDs if you organize data this way.",2015-05-29T01:03:33.997,4842163,CC BY-SA 3.0,,https://stackoverflow.com/questions/30519246
49226859,30573006,0,"@jarmod I guess your code uses the deprecated v1.x AWS SDK. i am trying with latest AWS v2 iOS SDK, All the classes are prefixed with AWS. i don't see AmazonCredentials or AmazonS3Client in the latest SDK.",2015-06-01T16:19:57.817,355066,CC BY-SA 3.0,,https://stackoverflow.com/questions/30573006
49239000,25721960,0,EDIT: The PHP - Soap Library is outdated: This is the new one https://github.com/Exeu/apai-io,2015-06-01T23:00:16.900,1406568,CC BY-SA 3.0,,https://stackoverflow.com/questions/25721960
49634381,11706238,0,I assume you will be switching over to Express Payments soon (if you haven't already) since ASP is being deprecated. Express operates in 2 modes. One way will allow a static amount and the other way is dynamic. Using dynamic you can set the 'Seller Note' and amount dynamically. You could possibly set the seller note to the name of the uploaded files (along with other data they may have entered). This way you can tie the seller note to the files being uploaded.,2015-06-11T22:31:36.960,2565753,CC BY-SA 3.0,,https://stackoverflow.com/questions/11706238
51707688,31765273,0,Thanks for your help.  It turns out that I had an outdated aws-sdk.,2015-08-08T16:36:13.033,5181376,CC BY-SA 3.0,,https://stackoverflow.com/questions/31765273
51996465,31493443,0,SPARK_CLASSPATH is deprecated in Spark 1.0+. I used paramater --jars executing spark-submit script and this helped me ;),2015-08-17T10:47:58.693,2743132,CC BY-SA 3.0,,https://stackoverflow.com/questions/31493443
53460910,32811227,0,"@Teepeemm The library is required for AWS Kinesis.which I am using to record user actions and browsing activities.Keeping a local copy serves my purpose, but I am not sure when the copy would be outdated.",2015-09-27T19:52:33.567,3345824,CC BY-SA 3.0,,https://stackoverflow.com/questions/32811227
53464821,32811227,0,"If your copy is outdated, would it still record user actions and browsing activities?  Or does it communicate with Amazon?  I don't know that a background script would have access to user actions and browsing activities; you may want a content script instead.",2015-09-28T00:19:25.107,2336725,CC BY-SA 3.0,,https://stackoverflow.com/questions/32811227
53539902,32853050,0,"so `describeStream` results in an `UnknownOperationException`? Are you using outdated versions of the aws sdk maybe? Edit: nope, 1.10.20 is the most recent.",2015-09-29T20:26:55.403,995891,CC BY-SA 3.0,,https://stackoverflow.com/questions/32853050
53934965,33026648,0,"It's actually not that different. I got my Android TV app to work and be approved for Amazon Fire TV with just a few changes. And with the new version of the Fire OS, they have actually deprecated their own examples and just point you to Google.",2015-10-10T18:33:22.920,2816968,CC BY-SA 3.0,,https://stackoverflow.com/questions/33026648
54124100,33135286,0,I suspect I am running in to the outdated installation instructions noted here:  https://github.com/newsapps/beeswithmachineguns/issues/106.  I will try uninstalling from pip and start fresh from source.,2015-10-15T20:08:39.753,4843726,CC BY-SA 3.0,,https://stackoverflow.com/questions/33135286
54141418,33166518,0,you are using deprecated function. Please try new mySqLi functions.,2015-10-16T09:13:25.523,4433101,CC BY-SA 3.0,,https://stackoverflow.com/questions/33166518
54300955,33231810,0,"`dynamodb-doc` is deprecated, use DynamoDB driver in `aws-sdk`. You also need to grant your Lambda role proper permissions to access your DynamoDB table via IAM policy.",2015-10-21T01:34:31.270,383839,CC BY-SA 3.0,,https://stackoverflow.com/questions/33231810
54377418,33275885,2,"The AWS SDK for iOS v1 was deprecated last year and does not officially support CocoaPods. It also does not officially support iOS 8 and later, either. You should consider migrating to the AWS Mobile SDK for iOS v2 as soon as possible.",2015-10-22T19:07:35.257,1721492,CC BY-SA 3.0,,https://stackoverflow.com/questions/33275885
55696224,33969384,0,"@Hunan Rostomyan  This was the error .Warning: Task ""dist"" not found. Use --force to continue.Aborted due to warnings. This was the error . These were the warnings npm WARN deprecated lodash@0.9.2: lodash@<3.0.0 is no longer maintained. Upgrade to lodash@^3.0.0.npm WARN deprecated lodash@2.4.2: lodash@<3.0.0 is no longer maintained. Upgrade to lodash@^3.0.0.npm WARN deprecated lodash@1.0.2: lodash@<3.0.0 is no longer maintained. Upgrade to lodash@^3.0.0.npm WARN install Couldn't install optional dependency: Unsupportednpm WARN prefer global jshint@2.8.0 should be installed with -g",2015-11-28T09:33:46.820,3900548,CC BY-SA 3.0,,https://stackoverflow.com/questions/33969384
56713777,34485241,0,"Do you have any outbound firewall rules on your web hosting server that would block connections on 3306? Also, you should be using mysqli or pdo instead of mysql. Mysql is considered deprecated and has been removed in PHP 7.",2015-12-27T23:19:22.037,790224,CC BY-SA 3.0,,https://stackoverflow.com/questions/34485241
56747496,23687081,0,"Since this question and comment above, SPARK_CLASSPATH is now deprecated.",2015-12-29T00:31:00.160,3255525,CC BY-SA 3.0,,https://stackoverflow.com/questions/23687081
57255953,34736988,0,You are not support to use aws-java-sdk which isn't meant for Android. FYI AWS SDK for Android uses HttpURLConnection as the default HTTP library. SSLv3 has been deprecated on all AWS services. It looks like your device can't negotiate with TLSv1.0+ protocol for some reason. In theory TLSv1.0 should be supported. I suggest you try it on a different device.,2016-01-12T22:22:14.943,2026747,CC BY-SA 3.0,,https://stackoverflow.com/questions/34736988
57513599,24048729,0,"Not really, I was just following the instructions on the documentation (back then). Now with all new updates its probably an outdated question for most use cases.",2016-01-19T21:50:41.670,1007070,CC BY-SA 3.0,,https://stackoverflow.com/questions/24048729
57537226,34900057,0,"I have no experience with AWS, so this is just a guess. But the server is complainging that your client doesn't support `AWS4-HMAC-SHA256`, which is an amazon variation of a common part in encryption algorithms. Either your client doesn't support it (maybe it is outdated), or it is configured wrong.",2016-01-20T12:49:46.447,212107,CC BY-SA 3.0,,https://stackoverflow.com/questions/34900057
58668970,35468996,0,"Also, you never answered my question regarding putting CloudFront in front of your EC2 server. Unless I'm missing it, I don't see that step in the tutorial you linked. I also wouldn't recommend using a tutorial that is two years old, things change quickly in cloud computing services and that sort of information can get outdated very quickly.",2016-02-18T17:04:18.270,13070,CC BY-SA 3.0,,https://stackoverflow.com/questions/35468996
58837563,35574645,0,"Just to add a comment the same as @LDJ but phrased slightly different:  both the AWS Console UI and the AWS API access the underlying services, which are mostly (all?) exposed as REST endpoints.  So it is possible that (for instance) an outdated API toolkit might not be able to do something that the console could do.  But the limitation is what is available from the endpoints",2016-02-23T10:51:32.193,1153938,CC BY-SA 3.0,,https://stackoverflow.com/questions/35574645
58988391,29166595,1,"Note: As of Fire OS 5, the previously available Fire TV SDK add-on is deprecated. None of the components of the add-on are required to develop apps for Fire TV. Use the Android API 22 (Lollipop) features, the Android v17 Leanback Library and the the Amazon Mobile Apps SDK for your apps. This content is provided for legacy reference purposes only.",2016-02-26T14:18:45.273,581567,CC BY-SA 3.0,,https://stackoverflow.com/questions/29166595
59136565,31461474,0,Are you using an outdated version of the AWS SDK?,2016-03-01T18:47:17.130,1428388,CC BY-SA 3.0,,https://stackoverflow.com/questions/31461474
59637866,35992215,0,"Okay, good point. But still i would not be able to serve the media from gridfs because both nginx-gridfs and mod_gridfs are outdated",2016-03-14T16:15:27.777,5161107,CC BY-SA 3.0,,https://stackoverflow.com/questions/35992215
60243291,25669766,0,"I'm not working with that app anymore. At that time, the latest version of S3 library was v3. I know that v4 was released and v3 was deprecated and stopped working, so I don't know if it will help you.",2016-03-30T13:16:43.760,2978520,CC BY-SA 3.0,,https://stackoverflow.com/questions/25669766
60572207,36475234,0,"yeah aws core includes gson internally initially i didn't had that, it was not working then only i added that one. Now i am using TransferManager it is working fine, The only problem is it is deprecated.",2016-04-07T15:49:59.373,3788166,CC BY-SA 3.0,,https://stackoverflow.com/questions/36475234
60576513,36475234,0,now i am using TransferManager which is deprecated. The idea is to use it in production is it a good idea?,2016-04-07T17:44:55.093,3788166,CC BY-SA 3.0,,https://stackoverflow.com/questions/36475234
60588251,36489536,0,"@Chris, I must have been looking at outdated information. How are you doing it?",2016-04-08T00:59:08.673,1446289,CC BY-SA 3.0,,https://stackoverflow.com/questions/36489536
60681282,36538720,0,I just read something that said read_dotenv is being deprecated and being replaced with load_dotenv. Can I make this change?,2016-04-11T03:54:35.410,6186005,CC BY-SA 3.0,,https://stackoverflow.com/questions/36538720
60696908,1764988,0,"S3 endpoint services introduce in 11 MAY 2015, which allow user to do this.   Render this question obsolete/outdated.",2016-04-11T12:03:14.437,6017840,CC BY-SA 3.0,,https://stackoverflow.com/questions/1764988
61953728,35999472,0,"I left cfs (and it is deprecated now), as there is a architecture bug for that. Most user - as in my case - run into that problem, if they are using a different mongoDB (which should be used on productive). That's why everything is working locally, but not on the productive server.",2016-05-13T13:28:00.370,3142695,CC BY-SA 3.0,,https://stackoverflow.com/questions/35999472
62155938,37273062,0,Thanks @quiver! The reason was that my `boto3` version was outdated. The timestamp that I passed was valid. Feel free to edit your answer and I will accept it.,2016-05-19T08:42:09.250,1738154,CC BY-SA 3.0,,https://stackoverflow.com/questions/37273062
62656096,37502807,0,"The old CLI you're referring to is VERY old and is in fact deprecated so you definitely want to stop using it. The certificates it used are not how you connect with the CLI any more.You need to now use an access key and secret access key, which you can get for your account in the console - see http://docs.aws.amazon.com/cli/latest/userguide/cli-chap-getting-set-up.html#cli-signup. Then run `aws configure` to set them for the CLI.",2016-06-02T07:23:18.870,5029424,CC BY-SA 3.0,,https://stackoverflow.com/questions/37502807
63151312,20450454,0,The selected answer is outdated. Please look at http://stackoverflow.com/a/28935447/1030208,2016-06-15T20:51:14.340,1030208,CC BY-SA 3.0,,https://stackoverflow.com/questions/20450454
63423155,37985339,0,You are using a quite old and deprecated version of ReactiveMongo,2016-06-23T11:01:40.773,3347384,CC BY-SA 3.0,,https://stackoverflow.com/questions/37985339
64094207,38300450,0,"SNS does not yet support FCM, it uses a deprecated version of GCM. Where are you getting the API key from?",2016-07-12T22:33:17.143,1410370,CC BY-SA 3.0,,https://stackoverflow.com/questions/38300450
64228976,38359801,0,"@ChaitanyaBapat The `SPARK_WORKER_INSTANCES` property is deprecated and will have no effect on your configuration. It looks like you are assigning 1gb of memory and 2 cores per executor, correct ? How much total memory do you have on your worker ?",2016-07-16T10:59:09.093,3424322,CC BY-SA 3.0,,https://stackoverflow.com/questions/38359801
64526490,38568310,0,"I don't see anything older than 0.99.903 on the download2.rstudio.orgAlso this page: https://www.rstudio.com/products/rstudio/download-server/shows that version downloaded via specified URL is the latest one.Are you sure that your R is outdated?",2016-07-25T12:57:48.617,4091483,CC BY-SA 3.0,,https://stackoverflow.com/questions/38568310
64526632,38568310,0,The R installation is outdated. R is installed through `yum install -y R`,2016-07-25T13:01:01.017,1575670,CC BY-SA 3.0,,https://stackoverflow.com/questions/38568310
64718114,38601341,0,"As a DB with basic SQL like query support, it fits the bill. It's also low cost and schema-less. However, it's been largely deprecated by Amazon, so personally, I'd be hesitant to use it for any new projects. Having said that, if your use case is very straightforward and not likely to grow or change much (SimpleDB tables can be hard to manage when they get large and complex), it could be a fit",2016-07-29T22:58:20.123,1748896,CC BY-SA 3.0,,https://stackoverflow.com/questions/38601341
64766348,38693213,0,"Ok I followed the directions listed there but I get the following: `WARNING: --ssl-verify-server-cert is deprecated and will be removed in a future version. Use --ssl-mode=VERIFY_IDENTITY instead.ERROR 2026 (HY000): SSL connection error: SSL certificate validation failure`",2016-08-01T08:07:41.837,1136979,CC BY-SA 3.0,,https://stackoverflow.com/questions/38693213
65444997,38992170,0,"I am using ""s3.amazonaws.com"". I believe that this is outdated because it is said ""Amazon S3 buckets in all Regions provide read-after-write consistency"" without no additional information.",2016-08-19T20:58:03.037,587734,CC BY-SA 3.0,,https://stackoverflow.com/questions/38992170
65634674,39144500,1,can you update your PHP? PHP 5.3 is deprecated,2016-08-25T12:32:17.870,6019774,CC BY-SA 3.0,,https://stackoverflow.com/questions/39144500
66005416,39310433,0,"I ran into way too many problems (eg. `CFURLCreateStringByAddingPercentEscapes ` is deprecated, when i call your `httpBodyForParamsDictionary ` method i doesnt work becasue i am trying to encode the URL differently and its a NSSting, `[urlRequest setHTTPBody:` expects a NSdata type and the `percentEscapeString ` retunrs a NSString, etc) inevitably i am just going to correct the URL in the PHP script. Also thanks for the advice and help!",2016-09-05T20:14:16.500,6042879,CC BY-SA 3.0,,https://stackoverflow.com/questions/39310433
66005565,39310433,1,"Yeah, `CFURLCreateStringByAddingPercentEscapes` is deprecated, so you have to use `stringByAddingPercentEncodingWithAllowedCharacters`, but none of the standard character sets are up to the job, so you have to create your own (often by taking mutable copy of `URLQueryAllowedCharacterSet` and removing some reserved characters). But, I'm glad you solved your issue!",2016-09-05T20:22:58.350,1271826,CC BY-SA 3.0,,https://stackoverflow.com/questions/39310433
66672628,39685162,0,"I suggest you use the current version of docker, with its docker-compose format. The non version 2 is getting quite outdated now. See this https://docs.docker.com/compose/. You don't need `links:` anymore. Also post your `docker info` '`docker version`.",2016-09-25T12:05:18.553,1556338,CC BY-SA 3.0,,https://stackoverflow.com/questions/39685162
66958845,39813634,0,"also, AFAIK `s3n` is deprecated, use `s3://` from now on",2016-10-03T15:03:03.737,680578,CC BY-SA 3.0,,https://stackoverflow.com/questions/39813634
67520083,40124794,0,Given that no debug output happens when you include IO::Socket::SSL with debug4 I guess that IO::Socket::SSL is not used but that something in your unknown script tries to enforce use of (old and deprecated) Crypt::SSLeay instead. For errors which might be caused by this see http://stackoverflow.com/questions/26564028/500-ssl-negotiation-failed.,2016-10-19T07:36:58.850,3081018,CC BY-SA 3.0,,https://stackoverflow.com/questions/40124794
67527798,40124794,0,Then I don't know. Based on the error message it is using the old and deprecated Net::SSL/Crypt::SSLeay backend for some reason and with the current information I don't know why.,2016-10-19T10:41:39.110,3081018,CC BY-SA 3.0,,https://stackoverflow.com/questions/40124794
67941022,40319983,0,TransferManager has indeed been deprecated so it looks like you should now use TransferUtility.,2016-10-31T13:46:34.413,271415,CC BY-SA 3.0,,https://stackoverflow.com/questions/40319983
68178537,40367382,1,"You are not using Postgres, you are using Redshift  (which is based on a **really** old and outdated version of Postgres). According to the [Redshift manual](http://docs.aws.amazon.com/redshift/latest/dg/c_unsupported-postgresql-features.html) the `values()` clause as a constant table is not supported",2016-11-07T14:10:35.810,330315,CC BY-SA 3.0,,https://stackoverflow.com/questions/40367382
