Id	PostId	Score	Text	CreationDate	UserId	link	outdated (manually checked)	description	link outdated	answer outdated	question outdated	already outdated when posted	other reasons	uncertain	partly outdated	totally outdated	is aws-related	related service	keywords	phrases	strucutures	point out deprecated version	provide alternatives	share a link	provide code	others	other notes	link to updated post	for question (1) / for answer (2)
43903071	13381890	0	"The problem isn't boto, django-storages is lacking proper python3 support, and is also using deprecated internal util functions in django."	2015-01-02T17:29:43.030	246603	https://stackoverflow.com/questions/13381890	TRUE		0	0	1		0	0	1	0	no		deprecated			1	0	0	0	0	deprecated functions in django		2
35937116	22081454	0	"I recently deployed a Neo4j.rb 2.3 app to a standalone machine. Not exactly what you're looking for, but I can tell you that you should definitely use Torquebox and take advantage of it as much as possible. It has native clustering support for the app, though you'll still need to configure the Neo4j cluster separately. I found http://pragprog.com/book/jkdepj/deploying-with-jruby helpful when I was researching, though it's a little out of date now as far as Torquebox is concerned."	2014-05-03T14:21:04.327	2105069	https://stackoverflow.com/questions/22081454	TRUE	outdated solution provieded but can still be used	0	0	0		1	0	1	0	yes	aws-sdk-ruby	out of date	a little out of date		1	0	1	0	0	tutorial link provieded		1
84114934	48536001	0	"Can you provide me a link of this Sample App, the only thing I can find is several lines of code not conneted to each other, differents methods of doing something that looks silimar but not the same, and some outdated sample apps in Swift 2 that are not useful... thanks"	2018-02-01T09:49:44.497	7988554	https://stackoverflow.com/questions/48536001	TRUE	outdated sample code mentioned	0	0	0		1	0	0	1	yes	aws-mobilehub	outdated			1	0	0	0	0	user mentions outdated sample code		1
72312833	42588740	0	You shouldn't be using `Expires` and nobody should be telling you to. It's deprecated in favor of `Cache-Control`. You should be using something like `Cache-Control: max-age=...` (where `...` is an integer number of seconds).	2017-03-03T23:49:42.557	1695906	https://stackoverflow.com/questions/42588740	TRUE	code format in question outdated	0	0	0		1	0	1	0	no		deprecated	deprecated in favor of		1	1	0	1	0			1
109553398	61930494	0	"However, one other possibility is that [ListVerifiedEmailAddresses](https://docs.aws.amazon.com/ses/latest/APIReference/API_ListVerifiedEmailAddresses.html) is not supported in `eu-central-1` (it's marked as deprecated), and the error is being reported as an invalid key. I recommend trying [ListIdentities](https://docs.aws.amazon.com/ses/latest/APIReference/API_ListIdentities.html) instead."	2020-05-21T17:59:25.180	13400729	https://stackoverflow.com/questions/61930494	FALSE	code format in question outdated (possible)	0	0	0		1	1	0	0	yes	amazon-web-services	deprecated			1	1	0	1	0			1
99250604	56319766	0	"That is all YAML format. And AWS is outdated in that they still have not implemented a recommendation made on the YAML website **in 2006**, to use `.yaml` as a file extension for YAML *format* files. However to name YAML (format) files (whether with the recommended `.yaml` extension, with `.yml` or any other extension) a [YML](https://fdik.org/yml/) is not outdated, is like calling Java source code Python because someone put it a file with a `.py` extension. If you can't correct the file extension please at least use the right file format terminology."	2019-05-27T07:05:44.460	1307905	https://stackoverflow.com/questions/56319766	TRUE		0	0	1		0	0	1	0	yes	amazon-cloudformation	outdated			1	1	0	0	0	yml and yaml extension		1
87625153	50304155	0	The wiki link you shared is out of date. Please use the latest one https://jenkins.io/doc/book/installing/#debian-ubuntu	2018-05-12T08:43:33.493	958616	https://stackoverflow.com/questions/50304155	TRUE		0	0	1		0	0	0	1	yes	amazon-ec2	out of date			1	1	1	0	0	tutorial outdated		1
109211058	48522013	1	"(late reply - just hit the same issue) You need to remove AWSSDK 2.3.55.2 as it is obsolete. It has effectively been split into multiple packages (AWSSDK .Core, AWSSDK .S3 etc)"	2020-05-12T00:41:56.700	22545	https://stackoverflow.com/questions/48522013	TRUE		0	0	1		0	0	0	1	yes	aws-sdk	obsolete			1	1	0	0	0			1
20018130	14387737	0	How would I retain a strong reference to the **delegate** AKA **self**? **request:didFailWithServiceException:** is deprecated BTW.	2013-01-17T23:30:55.777	1260708	https://stackoverflow.com/questions/14387737	TRUE	answer serivice partly outdated		1					1		yes	amazon-simpledb	deprecated	is not released		1	1	1					
72508088	13293041	1	"small comment: replace the version string with ""2012-10-17"" as it's obsolete"	2017-03-09T10:30:15.843	124110	https://stackoverflow.com/questions/13293041	TRUE	answer outdated but provide a new one		1					1		yes	amazon-s3	obsolete 		replace the version with	1	1		1				
31194753	7170438	0	"Now that ASIHTTPRequest is deprecated, is there a better way to do this?"	2013-12-27T19:15:00.260	388157	https://stackoverflow.com/questions/7170438	TRUE	question outdated			1				1		yes	amazon-s3		better way to		1							1
87727845	50355036	1	"@krishna_mee2004, the `function` keyword is **absolutely not** needed in bash -- its use makes code incompatible with the POSIX sh standard for no good reason. See http://wiki.bash-hackers.org/scripting/obsolete"	2018-05-15T17:09:43.677	14122	https://stackoverflow.com/questions/50355036	TRUE	duplicated			1					1	no			not need									1
92920454	52999046	0	@aBiscuit Check the versions and only apollo-cache-inmemory was outdated according to npm outdated. The strange thing is because in my local production environment it works and in the remote not at all.	2018-10-26T12:14:44.573	5513466	https://stackoverflow.com/questions/52999046	TRUE	answer version outdated		1					1		yes	amazon-ec2				1	1		1				1
48056129	29932557	0	I found https://realpython.com/blog/python/deploying-a-django-app-to-aws-elastic-beanstalk/ to be the best. It's still a little outdated as EB now supports python 3. Also when you get to the section about handling database migrations use http://stackoverflow.com/questions/29540131/django-aws-elastic-beanstalk-migrate-database	2015-04-30T12:54:10.553	2548934	https://stackoverflow.com/questions/29932557	FALSE	attached toturial outdated					1				yes	"amazon-ec2,amazon-rds"						1					
56747496	23687081	0	"Since this question and comment above, SPARK_CLASSPATH is now deprecated."	2015-12-29T00:31:00.160	3255525	https://stackoverflow.com/questions/23687081	TRUE	question and answers outdated		1	1				1		yes	amazon-ec2	deprecated			1	1	1					1
46319897	29039296	2	"I want to point that ancient `mysql` functions. They are deprecated, you must switch `PDO` or `mysqli`"	2015-03-13T18:45:00.310	3199530	https://stackoverflow.com/questions/29039296	FALSE	"part of mysql deprecated, not service"			1					1	no								1				1
57356104	27097261	0	"S3Client::factory is deprecated in SDK 3.x, otherwise the solution is valid"	2016-01-15T08:28:32.330	984213	https://stackoverflow.com/questions/27097261	TRUE	answer version outdated		1					1		yes	amazon-s3	deprecated	for replacement of the factory method		1	1		1				
90380062	51709317	0	"When you compare what you're asking to the URL of the tutorial, do you not think you might be following an outdated tutorial? Try https://docs.zendframework.com/tutorials/ instead"	2018-08-06T14:05:58.103	1155833	https://stackoverflow.com/questions/51709317	FALSE	attached toturial outdated					1		1		yes	amazon-s3	depracated	outdated tutorial			1	1					1
110679903	62579564	0	@MattSchuchard the map function is deprecated.	2020-06-25T23:54:12.583	154527	https://stackoverflow.com/questions/62579564	FALSE	"part of comment deprecated, not question or answer"					1		1		yes	amazon-route53			That link had both the old function and current initialization syntax for maps.	1							1
55018227	33616264	0	"Thank you Vineet. Should you please tell me why the ideal number should be 38? I did some research and found [this doc](http://wiki.apache.org/hadoop/HowManyMapsAndReduces), it seems that **reduce task = p*( nodes * mapred.tasktracker.reduce.tasks.maximum)**, where p =0.75 or 0.95, nodes = 3, mapred.tasktracker.reduce.tasks.maximum=# of cpu cores in every node = 4, therefore, **mapreduce.job.reduces** = 9 to 11 (FYI: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces)"	2015-11-10T02:35:45.740	5397906	https://stackoverflow.com/questions/33616264	TRUE	answer version outdated		1					1		yes	amazon-emr	"deprecated, instead"			1	1		1				
88874069	50937481	1	Are you sure this isn't a question about product recommendation? Because those get outdated pretty quickly	2018-06-19T22:42:01.447	5377773	https://stackoverflow.com/questions/50937481	FALSE	unrelated to question									yes	"aws-lambda,amazon-cloudwatch"	outdated 		Because those get outdated pretty quickly								1
98949285	44169507	0	"This answer is incorrect or at least outdated. Chalice creates a Proxy Mapping which means the IntegrationResponse is not applicable, and the instructions and screenshot above are completely off-base."	2019-05-16T04:08:27.587	196032	https://stackoverflow.com/questions/44169507	FALSE	maybe wrong select？																					
80733107	46890992	0	"Thanks for your answer. I adjusted the mapping, but still no success. Could you please provide me the URL you would use? I'm trying `GET /myindex/_search`. `?search_type=count`, as seen in the other solution, is deprecated."	2017-10-23T15:22:24.903	1792858	https://stackoverflow.com/questions/46890992	FALSE	ask a question about outdated material in the comment					1				no												
78649332	45828477	0	"@ChiragSejpal try doing that, it might be that svv_table_info relies on outdated table statistics. Please let me know if that worked"	2017-08-23T17:08:39.233	3548519	https://stackoverflow.com/questions/45828477	TRUE	provided info outdated					1		1		yes	amazon-redshift	outdated 										1
48423890	19922974	0	"Just to make clear here ""latest"" in the amiVersion is bounded by the hadoopVersion field. As well, the ""latest"" usage is outdated and only applies to Hadoop 1 and earlier on EMR. With Hadoop 2.x it is best practice to forgo hadoopVersion field and just set amiVersion."	2015-05-11T01:18:17.753	4394783	https://stackoverflow.com/questions/19922974	TRUE	hadoop outdated		1					1		no	amazon-data-pipeline	outdated			1	1						1
103937984	58828358	0	I checked the AWS docs on adding an OIDC IdP https://docs.aws.amazon.com/cognito/latest/developerguide/cognito-user-pools-oidc-idp.html. It doesn't mention setting a thumbprint anywhere. Are these docs out of date or is it some advanced setting?	2019-11-13T06:12:55.090	1658906	https://stackoverflow.com/questions/58828358	FALSE	"just mention, not confirmed"									yes	amazon-cognito	out of date										1
110246324	37499226	0	"the Action ""lambda:InvokeAsync"" is deprecated, you just need the ""lambda:InvokeFunction"""	2020-06-12T00:19:37.523	1000075	https://stackoverflow.com/questions/37499226	TRUE	answer version outdated		1							yes	"aws-lambda, amazon-iam"	out of date										
97298705	42285049	0	"I'm getting another behaviour different from my earlier comment. Previously, I was getting permission denied (via CloudFront) if I didn't set objects as public on S3. Now... after few hours, when testing with few more objects, it works even if I don't set them as public. I'm afraid info in the docs is outdated, hope the behaviour will be consistent."	2019-03-21T15:54:53.573	188470	https://stackoverflow.com/questions/42285049	FALSE	just mention		1					1		yes	"aws-lambda, amazon-cloudfront"	outdated			1	1						
110109648	62216661	0	Thanks for the hint @Kloar. It seems this is somewhat outdated. This post https://aws.amazon.com/blogs/aws/new-provisioned-concurrency-for-lambda-functions/ sounds like Lambda can now be controlled better. My guess is that this might not have found its way into terraform yet. So the workaround suggested here might still be the best option for the now.	2020-06-08T09:13:35.513	8195190	https://stackoverflow.com/questions/62216661	TRUE	answer version outdated		1					1		yes	aws-lambda	outdated		It seems this is somewhat outdated.	1	1	1					
19789708	14258470	0	your web host needs to upgrade -- PHP5.2 has been unsupported for two years; it has known security flaws that have not and *will not* be fixed. No server admin worth his pay would allow it to still be running on his servers. If your web host is willing to run software on their servers that is obsolete and known to be insecure then they clearly don't care about their users; you're using the wrong web host.	2013-01-10T13:36:16.713	1069607	https://stackoverflow.com/questions/14258470	TRUE	question version outdated			1				1		yes	amazon-mws		needs to upgrade	PHP5.2 has been unsupported for two years	1							1
83417630	48217376	0	"I did just that, but people said that urllib is rather outdated and not very compatible with 3+. Ideally I need a way to change the simple product api library to use requests instead, but this is also proving to be a challenge as they are so based around urllib"	2018-01-12T00:19:47.573	5655267	https://stackoverflow.com/questions/48217376	TRUE	answer version outdated		1					1		yes		outdated		is rather outdated and not very compatible with	1	1						
65174259	38862314	1	AWSCognitoLoginProviderKey.Facebook.rawValue is deprecated	2016-08-12T00:07:24.483	4396943	https://stackoverflow.com/questions/38862314	TRUE	answer outdated		1						1	yes	aws-sdk	deprecated										
83271177	48138088	0	Yes the last code of AWS is deprecated... I wonder if there is another way to get it.	2018-01-08T08:26:25.640	8914280	https://stackoverflow.com/questions/48138088	FALSE	not outdated yet									yes	amazon-s3	deprecated		Latest (258) version does not deprecate it either.		1	1					1
110943196	43583352	0	get-login is deprecated. I added an updated answer here: https://stackoverflow.com/questions/41379808/authorization-token-has-expired-issue-aws-cli-on-macos-sierra/62736623#62736623	2020-07-05T03:51:36.753	8808193	https://stackoverflow.com/questions/43583352	TRUE	answer version outdated		1					1		yes	aws-cli	deprecated			1	1	1					
82764013	47824622	0	"Thanks for your answer, @s-cherry, but it didn't get me very far from where I was. When I tried your suggestions in step 1, ELB console complained about deprecated instructions in `secure-listener.config`. Anyway, I manually changed those settings in ELB console configuration. About the rest, it's no different from what I've tried. Do I need to install Really Simple SSL plugin after this or it isn't mandatory? Thanks in advance."	2017-12-20T04:12:31.190	1061340	https://stackoverflow.com/questions/47824622	TRUE	answer version outdated		1					1		yes	amazon-elastic-beanstalk	deprecated			1							
51963116	32030489	1	"Webmachine contains numerous assumptions about Mochiweb. My fork, which is out of date at the moment, removes all those assumptions and replaces them with a portability layer that hides the underlying web server."	2015-08-16T01:00:22.370	409228	https://stackoverflow.com/questions/32030489	FALSE	not related to aws		1					1		no		out of date										1
100722342	57100450	1	`mysql_connect` was deprecated in 5.5 and removed in PHP 7.0 in favor of using `mysqli_connect`. In this particular case Luke was asking about PHP 7.	2019-07-18T18:27:16.823	864538	https://stackoverflow.com/questions/57100450	TRUE	answer version outdated		1					1		yes	amazon-rds	deprecated 			1							
63423155	37985339	0	You are using a quite old and deprecated version of ReactiveMongo	2016-06-23T11:01:40.773	3347384	https://stackoverflow.com/questions/37985339	TRUE	answer version outdated 		1							yes	amazon-simpledb	deprecated	quite old									1
38808771	24965550	0	"Basically a duplicate to this: http://stackoverflow.com/questions/156114/best-way-to-get-result-count-before-limit-was-applied-in-php-postgresql/8242764#8242764.Not sure about Redshift though, which is an odd mix of outdated and modern functionality."	2014-07-26T03:30:52.150	939860	https://stackoverflow.com/questions/24965550	TRUE	duplicated			1					1	yes	amazon-redshift	outdated	an odd mix of outdated and modern functionality.		1		1					1
95633921	11276003	0	"when you open rc.local you will see a big warning telling you that it is deprecated, and that the prefered way to do it now is : systemd --> see my answer. :)"	2019-01-28T22:59:47.173	1833961	https://stackoverflow.com/questions/11276003	TRUE			1					1		yes	aws-ec2	deprecated		warning telling you that it is deprecated								
64228976	38359801	0	"@ChaitanyaBapat The `SPARK_WORKER_INSTANCES` property is deprecated and will have no effect on your configuration. It looks like you are assigning 1gb of memory and 2 cores per executor, correct ? How much total memory do you have on your worker ?"	2016-07-16T10:59:09.093	3424322	https://stackoverflow.com/questions/38359801	TRUE									1	yes	aws-ec2	deprecated										1
73510222	39088822	4	"For those using newer versions of Spark `sqlContext.jsonFile(""..."")` is deprecated. Use `sqlContext.read.json(""..."")` instead."	2017-04-04T23:51:42.083	138642	https://stackoverflow.com/questions/39088822	TRUE																						
102208749	57892061	0	"Do you have to use ""ec2_remote_facts"" only to gather data about EC2? I am asking because this task is now deprecated. You can use ""ec2_instance_facts"" instead"	2019-09-11T16:53:44.963	8584431	https://stackoverflow.com/questions/57892061	TRUE				1					1	yes	aws-ec2	deprecated		this task is now deprecated								1
64962400	35068909	0	It's a shame all of the Wercker tutorials are outdated. I fell victim to the same problem when deploying my Jekyll project in Wercker. Thanks for posting the answer.	2016-08-05T18:54:48.547	1508105	https://stackoverflow.com/questions/35068909	FALSE											aws-ec2			tutorials are outdated								
59860672	36097324	0	I just found out myself. Thanks for responding and sorry for the outdated post.	2016-03-20T01:43:19.897	2880784	https://stackoverflow.com/questions/36097324	TRUE			1							yes	AWS Mobile SDK for iOS											
74476869	43715537	0	"Side comment: FTP is a rather outdated technology. Uploading & Downloading direct to S3 would provide a more scalable and available solution, without the need for a server. For example, they could use a web page or the [AWS Command-Line Interface (CLI)](http://aws.amazon.com/cli/) to transfer files. It would also provide full security capabilities."	2017-05-01T09:13:57.933	174777	https://stackoverflow.com/questions/43715537	TRUE				1	1					yes	amazon-s3											1
58668970	35468996	0	"Also, you never answered my question regarding putting CloudFront in front of your EC2 server. Unless I'm missing it, I don't see that step in the tutorial you linked. I also wouldn't recommend using a tutorial that is two years old, things change quickly in cloud computing services and that sort of information can get outdated very quickly."	2016-02-18T17:04:18.270	13070	https://stackoverflow.com/questions/35468996	FALSE							1			yes	aws-ec2	outdated		using a tutorial that is two years old								1
75611299	44295647	0	"@prayagupd You are right about SDK API and this is exactly my point. If it holds some old stuff (e.g. for compatibility) I would expect this to be marked as deprecated. If it isn't, it is supposed to work, according to what its interface and documentation says. I really appreciate your response, but I wouldn't like to take the question/answer from the context of AWS SDK to REST API."	2017-06-01T09:02:15.747	1295402	https://stackoverflow.com/questions/44295647	FALSE										yes	amazon-s3			I would expect this to be marked as deprecated								
70104484	41448626	0	"[`std::strstream`](http://en.cppreference.com/w/cpp/io/strstream) can do that, but it's deprecated. The non-deprecated counterpart is [`std::stringstream`](http://en.cppreference.com/w/cpp/io/basic_stringstream), but it can't work off a client-provided buffer - it always makes a copy."	2017-01-03T17:26:43.130	1670129	https://stackoverflow.com/questions/41448626	FALSE										yes	amazon-s3		"can do that, but it's deprecated"			1	1				1	1
76853171	44938395	0	"Other than that, you don't need both Glide and Picasso, and while nineoldandroids is deprecated, you've defined it twice"	2017-07-06T01:36:02.377	2308683	https://stackoverflow.com/questions/44938395	TRUE				1						yes	amazon-s3											1
32395288	15535141	0	"rvm pkg' is deprecated, by the way. At least that's the message I get when I get to the step to install openssl. As of the time I'm replying here, the current stable version of Ruby is also no longer 2.0.0 but 2.1.0."	2014-01-30T19:25:57.817	1465153	https://stackoverflow.com/questions/15535141	TRUE				1						no												
49113796	30519246	0	"@user994179 I've heard of some servers dealing with 100k file handles. This info could be very outdated but I've heard it's something like 1 megabyte per one hundred file handles on Linux. So 3 mil would require about 30 gigabytes of RAM if that's the case (but only for the file descriptors). I think a bigger concern if you're trying to compete with commercial databases is disk seek times given the potential fragmentation overhead of dealing with so many separate files. At the very least, you might want some really nice SSDs if you organize data this way."	2015-05-29T01:03:33.997	4842163	https://stackoverflow.com/questions/30519246	FALSE										no			info could be very outdated but									1
67329781	36992096	1	"@zzztimbo I took his comment to mean the workaround that was pointed out performed as well as the deprecated DirectParquetOutputCommitter (and thus better than the out of the box way of writing parquet files). But, I have yet to try it."	2016-10-13T16:23:10.313	5827767	https://stackoverflow.com/questions/36992096	TRUE			1							yes	amazon-s3	deprecated										
72563802	8257583	0	"Update for 2017, almost all of the omegahat Amazon packages are woefully out of date and may not work at all. If you are comfortable with Java consider https://cran.r-project.org/web/packages/awsjavasdk/index.html. Otherwise consider one of the cloudyr packages (https://github.com/cloudyr)."	2017-03-10T15:29:03.183	169095	https://stackoverflow.com/questions/8257583	TRUE			1					1		yes	lambda	outdated				1	1					
80865144	46958123	0	"Note: The object-oriented interface to `mysqli` is significantly less verbose, making code easier to read and audit, and is not easily confused with the obsolete `mysql_query` interface. Before you get too invested in the procedural style it‰Ûªs worth switching over. Example: `$db = new mysqli(‰Û_)` and `$db->prepare(""‰Û_"")` The procedural interface is an artifact from the PHP 4 era when `mysqli` API was introduced and should not be used in new code."	2017-10-26T16:02:28.230	87189	https://stackoverflow.com/questions/46958123	FALSE										no			confused with the obsolete * interface									1
25378810	10899935	0	`@moosgummi` your answer is outdated as of 2012.	2013-07-04T08:35:25.393	227755	https://stackoverflow.com/questions/10899935	TRUE			1		1					yes	ecommerce		outdated as of 2012									
104251966	33277346	0	"Second link is also out of date, this functionality is built in to Spark 2.x"	2019-11-22T19:48:44.297	2930025	https://stackoverflow.com/questions/33277346	TRUE			1							no				link is already dead								
110474963	62461548	0	"I don't know if flash is deprecated (never interested in it), but yes, this widget uses flash. Do you mind to change the widget to add to your site before spending other time on it?"	2020-06-19T09:43:34.953	4690946	https://stackoverflow.com/questions/62461548	FALSE							1			no				not know if * is outdated								
33013161	21814486	0	BUT httpclient has been deprecated. .. why would you still use it ? and what do u mean by bees knees?	2014-02-16T17:13:05.993	3134565	https://stackoverflow.com/questions/21814486	TRUE	other comment outdated									no												1
