Id,Body,PostId,PostLink
62772000,"<p>As in <a href=""https://docs.aws.amazon.com/cdk/latest/guide/tools.html"" rel=""nofollow noreferrer"">cdk deploy</a>, there is no such option -r. CDK thinks it is a CDK stack name.</p>
<p>I believe you need to use a different IAM role with different IAM permissions. Which has nothing to do with CDK itself. You need to assume role first and get an STS token. Please research assume role AWS CLI of STS.</p>
<pre><code>cdk deploy [STACKS..]

Deploys the stack(s) named STACKS into your AWS account

Options:

  --build-exclude, -E    Do not rebuild asset with the given ID. Can be

                         specified multiple times.         [array] [default: []]



  --exclusively, -e      Only deploy requested stacks, don't include

                         dependencies                                  [boolean]



  --require-approval     What security-sensitive changes need manual approval

                         [string] [choices: &quot;never&quot;, &quot;any-change&quot;, &quot;broadening&quot;]



  --ci                   Force CI detection (deprecated)

                                                      [boolean] [default: false]



  --notification-arns    ARNs of SNS topics that CloudFormation will notify with

                         stack related events                            [array]



  --tags, -t             Tags to add to the stack (KEY=VALUE)            [array]



  --execute              Whether to execute ChangeSet (--no-execute will NOT

                         execute the ChangeSet)        [boolean] [default: true]



  --force, -f            Always deploy stack even if templates are identical

                                                      [boolean] [default: false]



  --parameters           Additional parameters passed to CloudFormation at

                         deploy time (STACK:KEY=VALUE)     [array] [default: {}]



  --outputs-file, -O     Path to file where stack outputs will be written as

                         JSON                                           [string]



  --previous-parameters  Use previous values for existing parameters (you must

                         specify all parameters on every deployment if this is

                         disabled)                     [boolean] [default: true]
</code></pre>
",62163801,https://stackoverflow.com/questions/62163801/how-to-use-aws-role-arn-in-cdk-deploy-command
50926351,"<p><a href=""https://docs.aws.amazon.com/lambda/latest/dg/best-practices.html"" rel=""nofollow noreferrer"">AWS Lambda Best Practices notes</a> talks about DI:</p>

<blockquote>
  <p><strong>Minimize the complexity of your dependencies.</strong> Prefer simpler
  frameworks that load quickly on <a href=""https://docs.aws.amazon.com/lambda/latest/dg/running-lambda-code.html"" rel=""nofollow noreferrer"">Execution Context</a> startup. For
  example, prefer simpler Java dependency injection (IoC) frameworks
  like <a href=""http://square.github.io/dagger/"" rel=""nofollow noreferrer"">Dagger</a> or <a href=""https://github.com/google/guice"" rel=""nofollow noreferrer"">Guice</a>, over more complex ones like <a href=""https://github.com/spring-projects/spring-framework"" rel=""nofollow noreferrer"">Spring Framework</a>.</p>
</blockquote>

<p>So I'd like to suggest you to use <a href=""https://github.com/google/dagger"" rel=""nofollow noreferrer"">Dagger 2</a> (because Square's Dagger 1.x is already deprecated). It provides such benefits:</p>

<ul>
<li>light-weight framework with very few integrations, Java interface/annotation configuration and compile-time code generated bindings;</li>
<li>very small size;</li>
<li>fail as early as possible ( compile-time, not runtime);</li>
<li>performance - as fast as hand-written code and no coding around the framework.</li>
</ul>
",35753573,https://stackoverflow.com/questions/35753573/aws-lambda-function-with-spring-autowired-dependencies
53966864,"<p>Michael's description is good. Amazon has also stated (link below) ""Signature Version 2 is being deprecated, and the final support for Signature Version 2 will end on June 24, 2019.""</p>

<p><a href=""https://docs.aws.amazon.com/AmazonS3/latest/dev/auth-request-sig-v2.html"" rel=""nofollow noreferrer"">https://docs.aws.amazon.com/AmazonS3/latest/dev/auth-request-sig-v2.html</a></p>
",53959664,https://stackoverflow.com/questions/53959664/s3-backed-cloudfront-and-signed-urls
57341974,"<p>Okay, here's what I've learned.</p>

<p>As of version 1.18.0, the call to <code>getCredentials</code> does <em>NOT</em> consider id token expiration.  It <em>only</em> checks if the access token is expired, and if it is, it will then refresh the <code>id_token</code> and <code>access token</code>.  Unfortunately the <code>access token</code> expiry is locked in at 24 hours unless you do additional work.</p>

<p>Make sure you have <code>setOIDCCompliant</code> to <code>true</code> when you create your Auth0Account instance, or else the call to renew will hit the <code>/delegation</code> endpoint which is now deprecated and only works if your client id is setup to support non oidc compliant calls.</p>

<p>One other thing to be aware of that's somewhat off topic.  The <code>SecureCredentialsManager</code> clears out credentials if anything appears to go wrong.  This isn't acceptable for me, as simply being offline and being unable to make the call causes the credentials to be cleared.</p>
",57281604,https://stackoverflow.com/questions/57281604/auth0-android-how-to-renew-id-token
56367620,"<p>Use cloudformation application templates instead. Though they are still outdated (like the blueprints out there). My advice is that you create an <a href=""http://alexa.design/hosted"" rel=""nofollow noreferrer"">Alexa Hosted Skill</a> instead</p>
",56330339,https://stackoverflow.com/questions/56330339/unable-to-find-alexa-skill-kit-sdk-factskill-blueprint-on-aws-lamda
28447858,"<p>Since <code>DescribeJobFlows</code> is deprecated, monitor cluster status is an alternate way to monitor job run progress.</p>

<pre><code>    RunJobFlowResult runJobResult = emr.runJobFlow(runJobFlowRequest);
    System.out.printf(""Run JobFlowId is: %s\n"", runJobResult.getJobFlowId());

    while(true) {
      DescribeClusterRequest desc = new DescribeClusterRequest()
        .withClusterId(runJobResult.getJobFlowId());
      DescribeClusterResult clusterResult = emr.describeCluster(desc);
      Cluster cluster = clusterResult.getCluster();
      String status = cluster.getStatus().getState();
      System.out.printf(""Status: %s\n"", status);
      if(status.equals(ClusterState.TERMINATED.toString()) || status.equals(ClusterState.TERMINATED_WITH_ERRORS.toString())) {
        break;
      }
      try {
        TimeUnit.SECONDS.sleep(30);
      } catch (InterruptedException e) {
        e.printStackTrace();
      }
      // maybe other handle
    }
</code></pre>
",28364723,https://stackoverflow.com/questions/28364723/what-is-the-best-practice-to-monitor-aws-emr-job-running-progress
55228196,"<p>Unsigned's answer is good but is a tad outdated. As of February 2019, CodeBuild allows both caching in an S3 bucket and allows the user to cache locally. You can now specify cache at 3 different layers of a build:</p>

<ul>
<li>Docker Layer Caching</li>
<li>Git Layer Cahing (cache the last build and then only build from <code>git diff</code>)</li>
<li>Custom caching - specified within the <code>cache:</code> portion of your buildspec.yml file. Personally, I cache my node_modules/ here and then cache at the Git Layer.</li>
</ul>

<p>Source: <a href=""https://aws.amazon.com/blogs/devops/improve-build-performance-and-save-time-using-local-caching-in-aws-codebuild/"" rel=""noreferrer"">https://aws.amazon.com/blogs/devops/improve-build-performance-and-save-time-using-local-caching-in-aws-codebuild/</a></p>
",44907295,https://stackoverflow.com/questions/44907295/is-there-any-way-to-cache-build-dependencies-using-aws-codebuild
23637593,"<p>You're running into two problems here: </p>

<ol>
<li>Due to <a href=""http://en.wikipedia.org/wiki/Same-origin_policy"" rel=""nofollow"">same origin policy</a>, the <code>&lt;iframe&gt;</code> in the resulting page is not going to display an arbitrary URL.</li>
<li>Even if it could display an arbitrary URL, that URL would have to be configured for SSL.</li>
</ol>

<p>So, you'll be able to load this (another amazon URL using SSL):</p>

<p><a href=""https://s3.amazonaws.com/MTurk_test/externalpage.htm?url=https%3A%2F%2Fwww.mturk.com"" rel=""nofollow"">https://s3.amazonaws.com/MTurk_test/externalpage.htm?url=https%3A%2F%2Fwww.mturk.com</a></p>

<p>But not this (amazon URL w/o SSL):</p>

<p><a href=""https://s3.amazonaws.com/MTurk_test/externalpage.htm?url=http%3A%2F%2Fwww.mturk.com"" rel=""nofollow"">https://s3.amazonaws.com/MTurk_test/externalpage.htm?url=http%3A%2F%2Fwww.mturk.com</a></p>

<p>And not an arbitrary URL (even with SSL):</p>

<p><a href=""https://s3.amazonaws.com/MTurk_test/externalpage.htm?url=https%3A%2F%2Fwww.google.com"" rel=""nofollow"">https://s3.amazonaws.com/MTurk_test/externalpage.htm?url=https%3A%2F%2Fwww.google.com</a></p>

<p>So, my guess is that this template is horribly outdated and used to work at some point in the past but is not compliant with modern web browser technology.</p>

<p>Best solution is just to provide a link for the worker to click to visit the URL.</p>
",23619714,https://stackoverflow.com/questions/23619714/amazon-mechanical-turk-externalhit-sample
63452269,"<p>It is a compatibility issue. Current version of <code>aws-appsync</code> doesn't support <code>apollo-client</code> v3, see this thread for progress:
<a href=""https://github.com/awslabs/aws-mobile-appsync-sdk-js/issues/448"" rel=""nofollow noreferrer"">https://github.com/awslabs/aws-mobile-appsync-sdk-js/issues/448</a></p>
<p>Best workaround is this: <a href=""https://stackoverflow.com/questions/60804372/proper-way-to-setup-awsappsyncclient-apollo-react"">Proper way to setup AWSAppSyncClient, Apollo &amp; React</a></p>
<p>Note the workaround does use two deprecated libraries but can be slightly improved as:</p>
<pre><code>import { ApolloClient, ApolloLink, InMemoryCache } from &quot;@apollo/client&quot;;
import { createAuthLink } from &quot;aws-appsync-auth-link&quot;;
import { createHttpLink } from &quot;apollo-link-http&quot;;
import AppSyncConfig from &quot;./aws-exports&quot;;

const url = AppSyncConfig.aws_appsync_graphqlEndpoint;
const region = AppSyncConfig.aws_project_region;
const auth = {
  type: AppSyncConfig.aws_appsync_authenticationType,
  apiKey: AppSyncConfig.aws_appsync_apiKey,
};
const link = ApolloLink.from([
  // @ts-ignore
  createAuthLink({ url, region, auth }),
  // @ts-ignore
  createHttpLink({ uri: url }),
]);
const client = new ApolloClient({
  link,
  cache: new InMemoryCache(),
});

export default client;

</code></pre>
",63438293,https://stackoverflow.com/questions/63438293/cannot-connect-apollo-client-to-aws-appsync
50857199,"<p>You will need to check at the error you get while trying to execute that statement. Let's see the problems and possible problems:</p>

<h2>Rights</h2>

<p>You will need to make sure the MySQL user you try to execute the query with has the necessary rights to do so. Try to hard-code an <code>insert</code> statement along with all parameters. Are you able to do so? Or do you get an error that you do not have the rights to do so?</p>

<h2>Deprecation</h2>

<p><a href=""http://php.net/manual/ro/function.mysql-query.php"" rel=""nofollow noreferrer"">mysql_<em></a> functions are deprecated. You will need to use either <a href=""http://php.net/manual/ro/mysqli.query.php"" rel=""nofollow noreferrer"">mysqli_</em></a> functions or <a href=""http://php.net/manual/ro/book.pdo.php"" rel=""nofollow noreferrer"">PDO</a>.</p>

<h2>SQL Injection</h2>

<p>Your code has high risks of security due to possibility of <a href=""http://www.tizag.com/mysqlTutorial/mysql-php-sql-injection.php"" rel=""nofollow noreferrer"">SQL Injection</a>. You will need to escape your query via <a href=""http://php.net/manual/ro/mysqli.real-escape-string.php"" rel=""nofollow noreferrer"">mysqli_real_escape_string</a> or parameterize your query via PDO. If you do not do so, users will be able to damage your database if they want to hack your site, or even steal data.</p>

<h2>XSS Injection</h2>

<p>Your code has high risks of security due to possibility of <a href=""https://www.owasp.org/index.php/Cross-site_Scripting_(XSS)"" rel=""nofollow noreferrer"">XSS injection</a> as well. You will need to make sure no scripts will be injected into your fields unless you explicitly want to allow that. XSS injection is a possible means to steal data from other users.</p>

<h2>Is it message or messages</h2>

<p>Check what is inside your <code>$_POST[""messages""]</code>. Is it an array? If so, you try to use an array as a string and hence you get an exception.</p>

<h2>Check your logs</h2>

<p>You will need to check the server logs to find the exact problem you face. If server logging is not enabled, then you will need to enable it and run the PHP code again.</p>
",50856581,https://stackoverflow.com/questions/50856581/not-able-to-insert-data-to-mysql-database
49307139,"<p>Looking at the <a href=""https://github.com/aws/aws-sdk-java/blob/master/aws-java-sdk-applicationautoscaling/src/main/java/com/amazonaws/services/applicationautoscaling/AWSApplicationAutoScalingClient.java#L198"" rel=""nofollow noreferrer"">aws-sdk</a> library source code, the call you're trying is deprecated, you'd want to use the following API</p>

<p><code>AWSApplicationAutoScalingClientBuilder#defaultClient()</code> </p>

<p>e.g.</p>

<pre><code>static AWSApplicationAutoScalingClient aaClient = AWSApplicationAutoScalingClientBuilder.defaultClient().build();
</code></pre>
",49306994,https://stackoverflow.com/questions/49306994/how-to-create-awsapplicationautoscalingclient-without-the-deprecated-warning
63503061,"<p>I think you may have made the same mistake I did before. In your development.rb file, do not edit the text to add your specific S3 keys. Just copy-paste the text directly as is listed in the tutorial.</p>
<pre class=""lang-rb prettyprint-override""><code>#development.rb
config.paperclip_defaults = {
  :storage =&gt; :s3,
  :s3_credentials =&gt; {
    :bucket =&gt; ENV['AWS_BUCKET'],
    :access_key_id =&gt; ENV['AWS_ACCESS_KEY_ID'],
    :secret_access_key =&gt; ENV['AWS_SECRET_ACCESS_KEY']
  }
}
</code></pre>
<p>Then, set the environmental variables AWS_BUCKET, AWS_ACCESS_KEY_ID, and AWS_SECRET_ACCESS_KEY as described by the author of the dev center article.</p>
<p>Btw, I'm not sure why you are using PaperClip(deprecated gem) on Rails 6. Rails 6 has ActiveStorage library to do the same thing perfectly.</p>
",63493401,https://stackoverflow.com/questions/63493401/paperclip-is-not-running-on-the-local-host-ruby-on-rails
35101653,"<p>Add a valid version to your $params array, e.g:</p>

<pre><code>""ResponseGroup"" =&gt; ""Images,ItemAttributes,Offers"",
""Version"" =&gt; ""2015-10-01""
</code></pre>

<p>I tested your script and found it works with the above.</p>

<p>The cause of the issue seems to be that the API defaults to a deprecated value if you omit the version parameter.</p>
",35101317,https://stackoverflow.com/questions/35101317/i-am-trying-to-use-amazon-api-code-in-php-but-it-is-giving-me-error-of-not-suppo
41386467,"<p><strong>1)</strong> Configure your API Gateway resource to use <a href=""http://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-create-api-as-simple-proxy-for-lambda.html"" rel=""noreferrer"">Lambda Proxy Integration</a> by checking the checkbox labeled <strong>""Use Lambda Proxy integration""</strong> on the ""Integration Request"" screen of the API Gateway resource definition. (Or define it in your cloudformation/terraform/serverless/etc config)</p>

<p><strong>2)</strong> Change your lambda code in 2 ways</p>

<ul>
<li>Process the incoming <code>event</code> (1st function argument) appropriately. It is no longer just the bare payload, it represents the entire HTTP request including headers, query string, and body. Sample below. Key point is that JSON bodies will be strings requiring explicit <code>JSON.parse(event.body)</code> call (don't forget <code>try/catch</code> around that). Example is below.</li>
<li>Respond by calling the callback with null then a response object that provides the HTTP details including <code>statusCode</code>, <code>body</code>, and <code>headers</code>.

<ul>
<li><code>body</code> should be a string, so do <code>JSON.stringify(payload)</code> as needed</li>
<li><code>statusCode</code> can be a number</li>
<li><code>headers</code> is an object of header names to values</li>
</ul></li>
</ul>

<h2>Sample Lambda Event Argument for Proxy Integration</h2>

<pre><code>{
    ""resource"": ""/example-path"",
    ""path"": ""/example-path"",
    ""httpMethod"": ""POST"",
    ""headers"": {
        ""Accept"": ""*/*"",
        ""Accept-Encoding"": ""gzip, deflate"",
        ""CloudFront-Forwarded-Proto"": ""https"",
        ""CloudFront-Is-Desktop-Viewer"": ""true"",
        ""CloudFront-Is-Mobile-Viewer"": ""false"",
        ""CloudFront-Is-SmartTV-Viewer"": ""false"",
        ""CloudFront-Is-Tablet-Viewer"": ""false"",
        ""CloudFront-Viewer-Country"": ""US"",
        ""Content-Type"": ""application/json"",
        ""Host"": ""exampleapiid.execute-api.us-west-2.amazonaws.com"",
        ""User-Agent"": ""insomnia/4.0.12"",
        ""Via"": ""1.1 9438b4fa578cbce283b48cf092373802.cloudfront.net (CloudFront)"",
        ""X-Amz-Cf-Id"": ""oCflC0BzaPQpTF9qVddpN_-v0X57Dnu6oXTbzObgV-uU-PKP5egkFQ=="",
        ""X-Forwarded-For"": ""73.217.16.234, 216.137.42.129"",
        ""X-Forwarded-Port"": ""443"",
        ""X-Forwarded-Proto"": ""https""
    },
    ""queryStringParameters"": {
        ""bar"": ""BarValue"",
        ""foo"": ""FooValue""
    },
    ""pathParameters"": null,
    ""stageVariables"": null,
    ""requestContext"": {
        ""accountId"": ""666"",
        ""resourceId"": ""xyz"",
        ""stage"": ""dev"",
        ""requestId"": ""5944789f-ce00-11e6-b2a2-dfdbdba4a4ee"",
        ""identity"": {
            ""cognitoIdentityPoolId"": null,
            ""accountId"": null,
            ""cognitoIdentityId"": null,
            ""caller"": null,
            ""apiKey"": null,
            ""sourceIp"": ""73.217.16.234"",
            ""accessKey"": null,
            ""cognitoAuthenticationType"": null,
            ""cognitoAuthenticationProvider"": null,
            ""userArn"": null,
            ""userAgent"": ""insomnia/4.0.12"",
            ""user"": null
        },
        ""resourcePath"": ""/example-path"",
        ""httpMethod"": ""POST"",
        ""apiId"": ""exampleapiid""
    },
    ""body"": ""{\n  \""foo\"": \""FOO\"",\n  \""bar\"": \""BAR\"",\n  \""baz\"": \""BAZ\""\n}\n"",
    ""isBase64Encoded"": false
}
</code></pre>

<h2>Sample Callback Response Shape</h2>

<pre><code>callback(null, {
  statusCode: 409,
  body: JSON.stringify(bodyObject),
  headers: {
    'Content-Type': 'application/json'
  }
})
</code></pre>

<hr>

<p><strong>Notes</strong>
- I believe the methods on <code>context</code> such as <code>context.succeed()</code> are deprecated. They are no longer documented although they do still seem to work. I think coding to the callback API is the correct thing going forward.</p>
",31329495,https://stackoverflow.com/questions/31329495/is-there-a-way-to-change-the-http-status-codes-returned-by-amazon-api-gateway
